央视,#genre#
湖南经视,http://175.0.71.13:8989/rtp/239.76.253.103:9000
湖南爱晚,http://175.0.71.13:8989/rtp/239.76.252.123:9000
湖南电影,http://175.0.71.13:8989/rtp/239.76.252.119:9000
湖南电影,http://175.0.71.13:8989/rtp/239.76.253.106:9000
湖南电影,http://175.0.71.13:8989/rtp/239.76.245.119:1234
湖南电影,http://175.0.71.13:8989/rtp/239.76.246.106:1234
湖南电视剧,http://175.0.71.13:8989/rtp/239.76.252.118:9000
湖南电视剧,http://175.0.71.13:8989/rtp/239.76.246.108:1234
湖南娱乐,http://175.0.71.13:8989/rtp/239.76.253.105:9000
湖南娱乐,http://175.0.71.13:8989/rtp/239.76.246.105:1234
湖南教育,http://175.0.71.13:8989/rtp/239.76.245.233:1234
湖南教育,http://175.0.71.13:8989/rtp/239.76.252.233:9000
湖南国际,http://175.0.71.13:8989/rtp/239.76.252.240:9000
湖南国际,http://175.0.71.13:8989/rtp/239.76.252.124:9000
湖南国际,http://175.0.71.13:8989/rtp/239.76.245.124:1234
湖南国际,http://175.0.71.13:8989/rtp/239.76.253.102:9000

少儿,#genre#
金鹰卡通,http://111.8.242.103:9999/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://111.8.242.103:9999/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://175.0.71.13:8989/rtp/239.76.245.120:1234
金鹰卡通,http://175.0.71.13:8989/rtp/239.76.253.107:9000

山东,#genre#
山东教育,http://111.8.242.103:9999/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0

东方,#genre#
东方财经,http://111.8.242.103:9999/tsfile/live/1093_1.m3u8?key=txiptv&playlive=1&authid=0

数字付费,#genre#
CCTV4K,http://175.0.71.13:8989/rtp/239.76.254.64:9000
CCTV4K,http://175.0.71.13:8989/rtp/239.76.254.101:9000
CHC影迷电影,http://175.0.71.13:8989/rtp/239.76.252.242:9000
CHC动作电影,http://175.0.71.13:8989/rtp/239.76.252.243:9000
